run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
aaxaxxxaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7500,0.9042,0.6992,0.9042,0.9042,0.5500,0.7500,0.7500,1.0000,1.0000,1.0000
xxaaxxxaa,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3306,0.5247,0.3156,0.5247,0.5247,0.1667,0.3306,0.3306,0.0000,1.0000,1.0000
aaxxaxxaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7311,0.8934,0.6844,0.8934,0.8934,0.5200,0.7311,0.7311,1.0000,1.0000,1.0000
xaaxxaxxaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5222,0.7045,0.3836,0.7045,0.7045,0.2333,0.5222,0.5222,0.0000,1.0000,1.0000
xaaaaxaaxx,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
xxxaxaxxx,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.1167,0.2669,0.1461,0.2669,0.2669,0.0500,0.1167,0.1167,0.0000,1.0000,1.0000
xxxaaaaa,1,1,5,5,0.2500,0.4000,0.5000,0.2500,0.4693,0.6181,0.2773,0.6181,0.6181,0.1300,0.4693,0.4693,0.0000,1.0000,1.0000
xxxxxxaxx,1,1,5,1,0.1429,0.0000,0.1000,0.0500,0.0286,0.1131,0.0000,0.1131,0.1131,0.0000,0.0286,0.0286,0.0000,0.0000,1.0000
aaxaaxxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8350,0.9374,0.8304,0.9374,0.9374,0.7100,0.8350,0.8350,1.0000,1.0000,1.0000
axxaxxaxxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3857,0.5983,0.4852,0.5983,0.5983,0.3000,0.3857,0.3857,1.0000,1.0000,1.0000
xxxaxaaa,1,all,5,4,0.2500,0.2000,0.4000,0.2000,0.3024,0.4869,0.1461,0.4869,0.4869,0.0500,0.3024,0.3024,0.0000,1.0000,1.0000
aaxxaxaxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7343,0.8954,0.6844,0.8954,0.8954,0.5200,0.7343,0.7343,1.0000,1.0000,1.0000
aaaxaaxxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
axaaaxxaxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.7683,0.8930,0.7860,0.8930,0.8930,0.6433,0.7683,0.7683,1.0000,1.0000,1.0000
xxax,1,1,5,1,0.3333,0.2000,0.1000,0.0500,0.0667,0.1696,0.1696,0.1696,0.1696,0.0667,0.0667,0.0667,0.0000,1.0000,1.0000
aaxaaxxaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8350,0.9374,0.8304,0.9374,0.9374,0.7100,0.8350,0.8350,1.0000,1.0000,1.0000
xxaxxxaaxx,1,all,5,3,0.3333,0.2000,0.3000,0.1500,0.1988,0.3896,0.1696,0.3896,0.3896,0.0667,0.1988,0.1988,0.0000,1.0000,1.0000
xxaxxaax,1,all,5,3,0.3333,0.2000,0.3000,0.1500,0.2190,0.4034,0.1696,0.4034,0.4034,0.0667,0.2190,0.2190,0.0000,1.0000,1.0000
aaxaxxaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7754,0.9144,0.6992,0.9144,0.9144,0.5500,0.7754,0.7754,1.0000,1.0000,1.0000
aaaaxaaax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
aaaxxaaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
aaaxxaxxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8333,0.9416,0.7227,0.9416,0.9416,0.6000,0.8333,0.8333,1.0000,1.0000,1.0000
xaxxxaxx,1,1,5,2,0.5000,0.2000,0.2000,0.1000,0.1667,0.3348,0.2140,0.3348,0.3348,0.1000,0.1667,0.1667,0.0000,1.0000,1.0000
xaaxxxaa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4190,0.6036,0.3836,0.6036,0.6036,0.2333,0.4190,0.4190,0.0000,1.0000,1.0000
xaxxxxaxax,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2238,0.4291,0.2140,0.4291,0.4291,0.1000,0.2238,0.2238,0.0000,1.0000,1.0000
aaaaxxxaxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9250,0.9758,0.8688,0.9758,0.9758,0.8000,0.9250,0.9250,1.0000,1.0000,1.0000
aaaxxaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
xaaaxxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6226,0.7497,0.5296,0.7497,0.7497,0.3833,0.6226,0.6226,0.0000,1.0000,1.0000
aaaxxxxxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6889,0.8248,0.7227,0.8248,0.8248,0.6000,0.6889,0.6889,1.0000,1.0000,1.0000
aaxxaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7962,0.9182,0.6844,0.9182,0.9182,0.5200,0.7962,0.7962,1.0000,1.0000,1.0000
xxxxxaaaxa,1,all,5,4,0.1667,0.0000,0.4000,0.2000,0.2455,0.4389,0.0000,0.4389,0.4389,0.0000,0.2455,0.2455,0.0000,0.0000,1.0000
xxxaxaaax,1,1,5,4,0.2500,0.2000,0.4000,0.2000,0.3024,0.4869,0.1461,0.4869,0.4869,0.0500,0.3024,0.3024,0.0000,1.0000,1.0000
xaxaxxxxxa,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.2600,0.4581,0.3601,0.4581,0.4581,0.2000,0.2600,0.2600,0.0000,1.0000,1.0000
xaxaaaxxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5644,0.7142,0.4913,0.7142,0.7142,0.3200,0.5644,0.5644,0.0000,1.0000,1.0000
xxaaxaxaax,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4778,0.6456,0.3156,0.6456,0.6456,0.1667,0.4778,0.4778,0.0000,1.0000,1.0000
xaxxxaaa,1,1,5,4,0.5000,0.2000,0.4000,0.2000,0.3524,0.5548,0.2140,0.5548,0.5548,0.1000,0.3524,0.3524,0.0000,1.0000,1.0000
axxaaax,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7372,0.6164,0.7372,0.7372,0.4200,0.5533,0.5533,1.0000,1.0000,1.0000
xxa,1,all,5,1,0.3333,0.2000,0.1000,0.0500,0.0667,0.1696,0.1696,0.1696,0.1696,0.0667,0.0667,0.0667,0.0000,1.0000,1.0000
xaxaxxaxaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.4746,0.6732,0.3601,0.6732,0.6732,0.2000,0.4746,0.4746,0.0000,1.0000,1.0000
aaaxxaxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.7333,0.8435,0.7227,0.8435,0.8435,0.6000,0.7333,0.7333,1.0000,1.0000,1.0000
axxaxxxaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.5639,0.7924,0.4852,0.7924,0.7924,0.3000,0.5639,0.5639,1.0000,1.0000,1.0000
axxaaaaxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
xaaxaxaxxx,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4676,0.6278,0.5148,0.6278,0.6278,0.3533,0.4676,0.4676,0.0000,1.0000,1.0000
xaxxaaax,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3943,0.5791,0.3452,0.5791,0.5791,0.1800,0.3943,0.3943,0.0000,1.0000,1.0000
xaaaxxxxxa,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4633,0.6277,0.5296,0.6277,0.6277,0.3833,0.4633,0.4633,0.0000,1.0000,1.0000
axxaaaxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7372,0.6164,0.7372,0.7372,0.4200,0.5533,0.5533,1.0000,1.0000,1.0000
xxxxaxaxx,1,all,5,2,0.2000,0.2000,0.2000,0.1000,0.0971,0.2443,0.1312,0.2443,0.2443,0.0400,0.0971,0.0971,0.0000,1.0000,1.0000
xaxxxaaxx,1,1,5,3,0.5000,0.2000,0.3000,0.1500,0.2524,0.4479,0.2140,0.4479,0.4479,0.1000,0.2524,0.2524,0.0000,1.0000,1.0000
axxaxaxaax,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6111,0.8151,0.4852,0.8151,0.8151,0.3000,0.6111,0.6111,1.0000,1.0000,1.0000
axxxaaxxxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4600,0.6892,0.4704,0.6892,0.6892,0.2800,0.4600,0.4600,1.0000,1.0000,1.0000
axaaxaaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
axaxxxaaax,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6302,0.8309,0.5087,0.8309,0.8309,0.3333,0.6302,0.6302,1.0000,1.0000,1.0000
axaaxaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7417,0.8826,0.6548,0.8826,0.8826,0.4833,0.7417,0.7417,1.0000,1.0000,1.0000
xxxaxxxxaa,1,all,5,3,0.2500,0.2000,0.3000,0.1500,0.1544,0.3462,0.1461,0.3462,0.3462,0.0500,0.1544,0.1544,0.0000,1.0000,1.0000
axaaaxaaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7862,0.8991,0.7860,0.8991,0.8991,0.6433,0.7862,0.7862,1.0000,1.0000,1.0000
xaaaxx,1,all,5,3,0.5000,0.6000,0.3000,0.1500,0.3833,0.5296,0.5296,0.5296,0.5296,0.3833,0.3833,0.3833,0.0000,1.0000,1.0000
xxaaaxxaxx,1,all,5,4,0.3333,0.6000,0.4000,0.2000,0.3867,0.5538,0.4469,0.5538,0.5538,0.2867,0.3867,0.3867,0.0000,1.0000,1.0000
aaaaaxaaxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaaxxxaxxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3990,0.5947,0.3836,0.5947,0.5947,0.2333,0.3990,0.3990,0.0000,1.0000,1.0000
xxaxaxaaa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4435,0.6229,0.3008,0.6229,0.6229,0.1467,0.4435,0.4435,0.0000,1.0000,1.0000
xxaaxaa,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3810,0.5495,0.3156,0.5495,0.5495,0.1667,0.3810,0.3810,0.0000,1.0000,1.0000
xaaaaaax,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaaaaaaax,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
axxaaxaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6593,0.8365,0.6164,0.8365,0.8365,0.4200,0.6593,0.6593,1.0000,1.0000,1.0000
xaaxxaaaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
xxaaaaxxxx,1,all,5,4,0.3333,0.6000,0.4000,0.2000,0.4200,0.5677,0.4469,0.5677,0.5677,0.2867,0.4200,0.4200,0.0000,1.0000,1.0000
axaxaxxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7469,0.6399,0.7469,0.7469,0.4533,0.5533,0.5533,1.0000,1.0000,1.0000
xxaxaxxxxa,1,1,5,3,0.3333,0.4000,0.3000,0.1500,0.2067,0.3988,0.3008,0.3988,0.3988,0.1467,0.2067,0.2067,0.0000,1.0000,1.0000
xaxxaaxxa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3689,0.5681,0.3452,0.5681,0.5681,0.1800,0.3689,0.3689,0.0000,1.0000,1.0000
xxaxaxaaxa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4324,0.6189,0.3008,0.6189,0.6189,0.1467,0.4324,0.4324,0.0000,1.0000,1.0000
axxaaaxxxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7372,0.6164,0.7372,0.7372,0.4200,0.5533,0.5533,1.0000,1.0000,1.0000
xaaaaaaaa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaaaxxxxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9111,0.9709,0.8688,0.9709,0.9709,0.8000,0.9111,0.9111,1.0000,1.0000,1.0000
axaaaaaaax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xaaaxxaxxa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5976,0.7407,0.5296,0.7407,0.7407,0.3833,0.5976,0.5976,0.0000,1.0000,1.0000
xxxaaxaxax,1,all,5,4,0.2500,0.4000,0.4000,0.2000,0.3046,0.4924,0.2773,0.4924,0.4924,0.1300,0.3046,0.3046,0.0000,1.0000,1.0000
xxaaxxxxxa,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2267,0.4137,0.3156,0.4137,0.4137,0.1667,0.2267,0.2267,0.0000,1.0000,1.0000
axaxxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.3333,0.5087,0.5087,0.5087,0.5087,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000
xxxxxaaaxx,1,1,5,3,0.1667,0.0000,0.3000,0.1500,0.1655,0.3409,0.0000,0.3409,0.3409,0.0000,0.1655,0.1655,0.0000,0.0000,1.0000
xaxaaxxaxx,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4200,0.5983,0.4913,0.5983,0.5983,0.3200,0.4200,0.4200,0.0000,1.0000,1.0000
xaaxaaaxx,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
aaaaaaaxxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaaaxaaxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
aaxxaxxx,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.5200,0.6844,0.6844,0.6844,0.6844,0.5200,0.5200,0.5200,1.0000,1.0000,1.0000
aaxxxxaaxa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6857,0.8712,0.5531,0.8712,0.8712,0.4000,0.6857,0.6857,1.0000,1.0000,1.0000
axxaxaax,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5143,0.7191,0.4852,0.7191,0.7191,0.3000,0.5143,0.5143,1.0000,1.0000,1.0000
axaxxaxxax,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5222,0.7316,0.5087,0.7316,0.7316,0.3333,0.5222,0.5222,1.0000,1.0000,1.0000
axxxaxaa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4657,0.6904,0.4704,0.6904,0.6904,0.2800,0.4657,0.4657,1.0000,1.0000,1.0000
xaxaxaxxaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.4889,0.6810,0.3601,0.6810,0.6810,0.2000,0.4889,0.4889,0.0000,1.0000,1.0000
xaaxaaxx,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4867,0.6356,0.5148,0.6356,0.6356,0.3533,0.4867,0.4867,0.0000,1.0000,1.0000
xaxaxxxa,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.2750,0.4670,0.3601,0.4670,0.4670,0.2000,0.2750,0.2750,0.0000,1.0000,1.0000
xxaxaaaaxx,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4860,0.6416,0.3008,0.6416,0.6416,0.1467,0.4860,0.4860,0.0000,1.0000,1.0000
aaxaaaaxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxxxxxaaa,1,all,5,3,0.1429,0.0000,0.3000,0.1500,0.1452,0.3221,0.0000,0.3221,0.3221,0.0000,0.1452,0.1452,0.0000,0.0000,1.0000
xaxxxxxax,1,1,5,2,0.5000,0.2000,0.2000,0.1000,0.1500,0.3210,0.2140,0.3210,0.3210,0.1000,0.1500,0.1500,0.0000,1.0000,1.0000
aaaxaxxaax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8850,0.9609,0.8539,0.9609,0.9609,0.7600,0.8850,0.8850,1.0000,1.0000,1.0000
xaaaaxaxxa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
axxaxaaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6393,0.8261,0.4852,0.8261,0.8261,0.3000,0.6393,0.6393,1.0000,1.0000,1.0000
axxaxxxxax,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3667,0.5873,0.4852,0.5873,0.5873,0.3000,0.3667,0.3667,1.0000,1.0000,1.0000
xaxaxaaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
xxaxxaxxax,1,all,5,3,0.3333,0.2000,0.3000,0.1500,0.2000,0.3925,0.1696,0.3925,0.3925,0.0667,0.2000,0.2000,0.0000,1.0000,1.0000
xaaxaaaaxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
aaaxxaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
xaxxxxaaax,1,all,5,4,0.5000,0.2000,0.4000,0.2000,0.3210,0.5361,0.2140,0.5361,0.5361,0.1000,0.3210,0.3210,0.0000,1.0000,1.0000
xaaxaxaxax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5787,0.7299,0.5148,0.7299,0.7299,0.3533,0.5787,0.5787,0.0000,1.0000,1.0000
aaaaxaaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xaxxaaaxax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5054,0.6812,0.3452,0.6812,0.6812,0.1800,0.5054,0.5054,0.0000,1.0000,1.0000
aaaaaaxax,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaaaxxxaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9250,0.9758,0.8688,0.9758,0.9758,0.8000,0.9250,0.9250,1.0000,1.0000,1.0000
aaaxxaxxxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.7333,0.8435,0.7227,0.8435,0.8435,0.6000,0.7333,0.7333,1.0000,1.0000,1.0000
aaxaxxxaaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7611,0.9083,0.6992,0.9083,0.9083,0.5500,0.7611,0.7611,1.0000,1.0000,1.0000
xaxxaxaxx,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.2657,0.4582,0.3452,0.4582,0.4582,0.1800,0.2657,0.2657,0.0000,1.0000,1.0000
aaaaxaxxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
axxxaxxaa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4439,0.6795,0.4704,0.6795,0.6795,0.2800,0.4439,0.4439,1.0000,1.0000,1.0000
xxaaaaaxx,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.5629,0.6807,0.4469,0.6807,0.6807,0.2867,0.5629,0.5629,0.0000,1.0000,1.0000
xxxxxa,1,1,5,1,0.1667,0.0000,0.1000,0.0500,0.0333,0.1208,0.0000,0.1208,0.1208,0.0000,0.0333,0.0333,0.0000,0.0000,1.0000
xaaaaxxxxa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6433,0.7589,0.6608,0.7589,0.7589,0.5433,0.6433,0.6433,0.0000,1.0000,1.0000
axaaxaxxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7167,0.8737,0.6548,0.8737,0.8737,0.4833,0.7167,0.7167,1.0000,1.0000,1.0000
xaxaxxxaxx,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.2750,0.4670,0.3601,0.4670,0.4670,0.2000,0.2750,0.2750,0.0000,1.0000,1.0000
xxxaxaxaax,1,all,5,4,0.2500,0.2000,0.4000,0.2000,0.2806,0.4760,0.1461,0.4760,0.4760,0.0500,0.2806,0.2806,0.0000,1.0000,1.0000
axxaaaaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
aaaxxaxxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.7333,0.8435,0.7227,0.8435,0.8435,0.6000,0.7333,0.7333,1.0000,1.0000,1.0000
axaaaaaxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
axxxaaaxxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.5943,0.8023,0.4704,0.8023,0.8023,0.2800,0.5943,0.5943,1.0000,1.0000,1.0000
xxxxx,1,1,5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
xaaaaxxaxa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6683,0.7678,0.6608,0.7678,0.7678,0.5433,0.6683,0.6683,0.0000,1.0000,1.0000
aaaxxxxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7889,0.9229,0.7227,0.9229,0.9229,0.6000,0.7889,0.7889,1.0000,1.0000,1.0000
xxaxxaa,1,1,5,3,0.3333,0.2000,0.3000,0.1500,0.2190,0.4034,0.1696,0.4034,0.4034,0.0667,0.2190,0.2190,0.0000,1.0000,1.0000
xxaaaxaxx,1,1,5,4,0.3333,0.6000,0.4000,0.2000,0.4010,0.5599,0.4469,0.5599,0.5599,0.2867,0.4010,0.4010,0.0000,1.0000,1.0000
aaaxax,1,1,5,4,1.0000,0.8000,0.4000,0.2000,0.7600,0.8539,0.8539,0.8539,0.8539,0.7600,0.7600,0.7600,1.0000,1.0000,1.0000
xaaaxxxxa,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4722,0.6317,0.5296,0.6317,0.6317,0.3833,0.4722,0.4722,0.0000,1.0000,1.0000
axxxxxxaaa,1,1,5,4,1.0000,0.2000,0.4000,0.2000,0.3967,0.6463,0.3392,0.6463,0.6463,0.2000,0.3967,0.3967,1.0000,1.0000,1.0000
aaax,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.6000,0.7227,0.7227,0.7227,0.7227,0.6000,0.6000,0.6000,1.0000,1.0000,1.0000
aaxxxxxx,1,1,5,2,1.0000,0.4000,0.2000,0.1000,0.4000,0.5531,0.5531,0.5531,0.5531,0.4000,0.4000,0.4000,1.0000,1.0000,1.0000
xxaxxaxaaa,1,1,5,5,0.3333,0.2000,0.5000,0.2500,0.3972,0.5975,0.1696,0.5975,0.5975,0.0667,0.3972,0.3972,0.0000,1.0000,1.0000
aaxaaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
axxaaaaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
xxaxxaaxx,1,1,5,3,0.3333,0.2000,0.3000,0.1500,0.2190,0.4034,0.1696,0.4034,0.4034,0.0667,0.2190,0.2190,0.0000,1.0000,1.0000
xxaaxxxxxa,1,1,5,3,0.3333,0.4000,0.3000,0.1500,0.2267,0.4137,0.3156,0.4137,0.4137,0.1667,0.2267,0.2267,0.0000,1.0000,1.0000
aaaxxxxxax,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.6889,0.8248,0.7227,0.8248,0.8248,0.6000,0.6889,0.6889,1.0000,1.0000,1.0000
axxxaaaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6193,0.8112,0.4704,0.8112,0.8112,0.2800,0.6193,0.6193,1.0000,1.0000,1.0000
xaxaxxxaxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3550,0.5651,0.3601,0.5651,0.5651,0.2000,0.3550,0.3550,0.0000,1.0000,1.0000
axaxxax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4333,0.6296,0.5087,0.6296,0.6296,0.3333,0.4333,0.4333,1.0000,1.0000,1.0000
aaaaaaxxaa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
axaxaaaaxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
xxaaaxxxx,1,all,5,3,0.3333,0.6000,0.3000,0.1500,0.2867,0.4469,0.4469,0.4469,0.4469,0.2867,0.2867,0.2867,0.0000,1.0000,1.0000
aaaxaaaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
aaxxxaaaax,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7393,0.8940,0.5531,0.8940,0.8940,0.4000,0.7393,0.7393,1.0000,1.0000,1.0000
xaaxxaaaxx,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
