run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
aaaaxaaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xaaaxaxaxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
xxaxaxxx,1,1,5,2,0.3333,0.4000,0.2000,0.1000,0.1467,0.3008,0.3008,0.3008,0.3008,0.1467,0.1467,0.1467,0.0000,1.0000,1.0000
aaxxxxxxxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4600,0.6512,0.5531,0.6512,0.6512,0.4000,0.4600,0.4600,1.0000,1.0000,1.0000
axaxxaaxxx,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5476,0.7426,0.5087,0.7426,0.7426,0.3333,0.5476,0.5476,1.0000,1.0000,1.0000
axxaaxxxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5089,0.7185,0.6164,0.7185,0.7185,0.4200,0.5089,0.5089,1.0000,1.0000,1.0000
xxaxaxaxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3213,0.5159,0.3008,0.5159,0.5159,0.1467,0.3213,0.3213,0.0000,1.0000,1.0000
xaxxxaxxxx,1,all,5,2,0.5000,0.2000,0.2000,0.1000,0.1667,0.3348,0.2140,0.3348,0.3348,0.1000,0.1667,0.1667,0.0000,1.0000,1.0000
axxaaaxxax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6644,0.8393,0.6164,0.8393,0.8393,0.4200,0.6644,0.6644,1.0000,1.0000,1.0000
xaxaaxaxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5454,0.7064,0.4913,0.7064,0.7064,0.3200,0.5454,0.5454,0.0000,1.0000,1.0000
aaaxxaxaaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8583,0.9505,0.7227,0.9505,0.9505,0.6000,0.8583,0.8583,1.0000,1.0000,1.0000
xxxxxxaa,1,1,5,2,0.1429,0.0000,0.2000,0.1000,0.0786,0.2200,0.0000,0.2200,0.2200,0.0000,0.0786,0.0786,0.0000,0.0000,1.0000
axxxaaaxax,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6054,0.8063,0.4704,0.8063,0.8063,0.2800,0.6054,0.6054,1.0000,1.0000,1.0000
xaxxxxaaxa,1,1,5,4,0.5000,0.2000,0.4000,0.2000,0.3121,0.5321,0.2140,0.5321,0.5321,0.1000,0.3121,0.3121,0.0000,1.0000,1.0000
aaxaxaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8262,0.9331,0.6992,0.9331,0.9331,0.5500,0.8262,0.8262,1.0000,1.0000,1.0000
xaaxaaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
xaaxxaaxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5587,0.7195,0.3836,0.7195,0.7195,0.2333,0.5587,0.5587,0.0000,1.0000,1.0000
xxxaxaxax,1,all,5,3,0.2500,0.2000,0.3000,0.1500,0.1917,0.3739,0.1461,0.3739,0.3739,0.0500,0.1917,0.1917,0.0000,1.0000,1.0000
axaaxaaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
xxxxaxxxxx,1,1,5,1,0.2000,0.2000,0.1000,0.0500,0.0400,0.1312,0.1312,0.1312,0.1312,0.0400,0.0400,0.0400,0.0000,1.0000,1.0000
aaaaaaxxa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
axxaaxaxax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6454,0.8316,0.6164,0.8316,0.8316,0.4200,0.6454,0.6454,1.0000,1.0000,1.0000
xxaxxxaxxx,1,all,5,2,0.3333,0.2000,0.2000,0.1000,0.1238,0.2826,0.1696,0.2826,0.2826,0.0667,0.1238,0.1238,0.0000,1.0000,1.0000
xaxxaxaxxa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3457,0.5563,0.3452,0.5563,0.5563,0.1800,0.3457,0.3457,0.0000,1.0000,1.0000
axxxxaaxx,1,1,5,3,1.0000,0.2000,0.3000,0.1500,0.3524,0.5730,0.3392,0.5730,0.5730,0.2000,0.3524,0.3524,1.0000,1.0000,1.0000
aaaaxxaxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
xaaaxaaaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
aaxa,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.5500,0.6992,0.6992,0.6992,0.6992,0.5500,0.5500,0.5500,1.0000,1.0000,1.0000
aaaxxxxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.6000,0.7227,0.7227,0.7227,0.7227,0.6000,0.6000,0.6000,1.0000,1.0000,1.0000
aaxaaxaxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8529,0.9435,0.8304,0.9435,0.9435,0.7100,0.8529,0.8529,1.0000,1.0000,1.0000
xxaxaax,1,1,5,3,0.3333,0.4000,0.3000,0.1500,0.2467,0.4216,0.3008,0.4216,0.4216,0.1467,0.2467,0.2467,0.0000,1.0000,1.0000
xaxaxaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
xxaaxxax,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2524,0.4287,0.3156,0.4287,0.4287,0.1667,0.2524,0.2524,0.0000,1.0000,1.0000
xaxaxxaaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.4968,0.6822,0.3601,0.6822,0.6822,0.2000,0.4968,0.4968,0.0000,1.0000,1.0000
axxaaxxaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6200,0.8215,0.6164,0.8215,0.8215,0.4200,0.6200,0.6200,1.0000,1.0000,1.0000
axaxxaxxa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5222,0.7316,0.5087,0.7316,0.7316,0.3333,0.5222,0.5222,1.0000,1.0000,1.0000
xxxaaaxxxa,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.3100,0.4961,0.2773,0.4961,0.4961,0.1300,0.3100,0.3100,0.0000,1.0000,1.0000
xaaaxxaaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6226,0.7497,0.5296,0.7497,0.7497,0.3833,0.6226,0.6226,0.0000,1.0000,1.0000
axaaxaxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7278,0.8777,0.6548,0.8777,0.8777,0.4833,0.7278,0.7278,1.0000,1.0000,1.0000
axaxxxxxaa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4800,0.7089,0.5087,0.7089,0.7089,0.3333,0.4800,0.4800,1.0000,1.0000,1.0000
xaaaaaaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
xaaaxaxaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
xxaaxxxaxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3217,0.5207,0.3156,0.5207,0.5207,0.1667,0.3217,0.3217,0.0000,1.0000,1.0000
xxaxaxaaa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4435,0.6229,0.3008,0.6229,0.6229,0.1467,0.4435,0.4435,0.0000,1.0000,1.0000
xxxaaxxaa,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.2939,0.4864,0.2773,0.4864,0.4864,0.1300,0.2939,0.2939,0.0000,1.0000,1.0000
axxxaaax,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4943,0.7042,0.4704,0.7042,0.7042,0.2800,0.4943,0.4943,1.0000,1.0000,1.0000
xaaxxaxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4333,0.6114,0.3836,0.6114,0.6114,0.2333,0.4333,0.4333,0.0000,1.0000,1.0000
axxxxxxxa,1,1,5,2,1.0000,0.2000,0.2000,0.1000,0.2444,0.4413,0.3392,0.4413,0.4413,0.2000,0.2444,0.2444,1.0000,1.0000,1.0000
axxaxxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3857,0.5983,0.4852,0.5983,0.5983,0.3000,0.3857,0.3857,1.0000,1.0000,1.0000
aaaaxaaaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xxxaxxaxxx,1,1,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
aaaaxaxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
axaxaaxaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7117,0.8677,0.6399,0.8677,0.8677,0.4533,0.7117,0.7117,1.0000,1.0000,1.0000
axxaxaxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5000,0.7130,0.4852,0.7130,0.7130,0.3000,0.5000,0.5000,1.0000,1.0000,1.0000
xaaaaaxxxx,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
xaaxxxaxa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4079,0.5987,0.3836,0.5987,0.5987,0.2333,0.4079,0.4079,0.0000,1.0000,1.0000
xxaaxx,1,1,5,2,0.3333,0.4000,0.2000,0.1000,0.1667,0.3156,0.3156,0.3156,0.3156,0.1667,0.1667,0.1667,0.0000,1.0000,1.0000
aaxxaxxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.6200,0.7913,0.6844,0.7913,0.7913,0.5200,0.6200,0.6200,1.0000,1.0000,1.0000
aaxxxaxaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7000,0.8790,0.5531,0.8790,0.8790,0.4000,0.7000,0.7000,1.0000,1.0000,1.0000
axaaxxxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6944,0.8639,0.6548,0.8639,0.8639,0.4833,0.6944,0.6944,1.0000,1.0000,1.0000
xaxxaxxxxx,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.1800,0.3452,0.3452,0.3452,0.3452,0.1800,0.1800,0.1800,0.0000,1.0000,1.0000
aaxaaaxax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxaaaaxxax,1,1,5,5,0.3333,0.6000,0.5000,0.2500,0.5311,0.6698,0.4469,0.6698,0.6698,0.2867,0.5311,0.5311,0.0000,1.0000,1.0000
axxx,1,1,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
xaaxaxaxa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5787,0.7299,0.5148,0.7299,0.7299,0.3533,0.5787,0.5787,0.0000,1.0000,1.0000
axaxaxxxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5422,0.7420,0.6399,0.7420,0.7420,0.4533,0.5422,0.5422,1.0000,1.0000,1.0000
aaaxaaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
aaaxxxaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8393,0.9428,0.7227,0.9428,0.9428,0.6000,0.8393,0.8393,1.0000,1.0000,1.0000
xaaaxaxa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
xaaaaxxx,1,all,5,4,0.5000,0.8000,0.4000,0.2000,0.5433,0.6608,0.6608,0.6608,0.6608,0.5433,0.5433,0.5433,0.0000,1.0000,1.0000
axxaxxxxxx,1,1,5,2,1.0000,0.4000,0.2000,0.1000,0.3000,0.4852,0.4852,0.4852,0.4852,0.3000,0.3000,0.3000,1.0000,1.0000,1.0000
xxxaxxxxa,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.0944,0.2482,0.1461,0.2482,0.2482,0.0500,0.0944,0.0944,0.0000,1.0000,1.0000
xaaaxaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
xxxxaaxx,1,1,5,2,0.2000,0.2000,0.2000,0.1000,0.1067,0.2520,0.1312,0.2520,0.2520,0.0400,0.1067,0.1067,0.0000,1.0000,1.0000
xaxaxxaax,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3857,0.5801,0.3601,0.5801,0.5801,0.2000,0.3857,0.3857,0.0000,1.0000,1.0000
xaxxaax,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.2800,0.4660,0.3452,0.4660,0.4660,0.1800,0.2800,0.2800,0.0000,1.0000,1.0000
xaaaxxaxax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6087,0.7448,0.5296,0.7448,0.7448,0.3833,0.6087,0.6087,0.0000,1.0000,1.0000
xaxaxaaxxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5143,0.6920,0.3601,0.6920,0.6920,0.2000,0.5143,0.5143,0.0000,1.0000,1.0000
xaxaxaaaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
axaxaxax,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5676,0.7530,0.6399,0.7530,0.7530,0.4533,0.5676,0.5676,1.0000,1.0000,1.0000
xxaaxaaaax,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.5060,0.6565,0.3156,0.6565,0.6565,0.1667,0.5060,0.5060,0.0000,1.0000,1.0000
axaaxxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7226,0.8749,0.6548,0.8749,0.8749,0.4833,0.7226,0.7226,1.0000,1.0000,1.0000
xaxaxaaxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5254,0.6960,0.3601,0.6960,0.6960,0.2000,0.5254,0.5254,0.0000,1.0000,1.0000
xaaaxxaxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6087,0.7448,0.5296,0.7448,0.7448,0.3833,0.6087,0.6087,0.0000,1.0000,1.0000
xxxaxxax,1,1,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
xaaaxxaxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6087,0.7448,0.5296,0.7448,0.7448,0.3833,0.6087,0.6087,0.0000,1.0000,1.0000
xaxax,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.2000,0.3601,0.3601,0.3601,0.3601,0.2000,0.2000,0.2000,0.0000,1.0000,1.0000
xaaaaxxxxx,1,1,5,4,0.5000,0.8000,0.4000,0.2000,0.5433,0.6608,0.6608,0.6608,0.6608,0.5433,0.5433,0.5433,0.0000,1.0000,1.0000
xaxxaaxxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3689,0.5681,0.3452,0.5681,0.5681,0.1800,0.3689,0.3689,0.0000,1.0000,1.0000
aaxxaaxaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7783,0.9122,0.6844,0.9122,0.9122,0.5200,0.7783,0.7783,1.0000,1.0000,1.0000
aaxxaxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6343,0.7974,0.6844,0.7974,0.7974,0.5200,0.6343,0.6343,1.0000,1.0000,1.0000
axxaxxa,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3857,0.5983,0.4852,0.5983,0.5983,0.3000,0.3857,0.3857,1.0000,1.0000,1.0000
aaaxxxxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8111,0.9318,0.7227,0.9318,0.9318,0.6000,0.8111,0.8111,1.0000,1.0000,1.0000
axaxxaxaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6444,0.8386,0.5087,0.8386,0.8386,0.3333,0.6444,0.6444,1.0000,1.0000,1.0000
xxxaxxaxx,1,1,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
xaaxxaxxx,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.3333,0.5044,0.3836,0.5044,0.5044,0.2333,0.3333,0.3333,0.0000,1.0000,1.0000
xxxxaxxxax,1,all,5,2,0.2000,0.2000,0.2000,0.1000,0.0844,0.2333,0.1312,0.2333,0.2333,0.0400,0.0844,0.0844,0.0000,1.0000,1.0000
xaaaxaaxa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
xxxxxaxxxx,1,1,5,1,0.1667,0.0000,0.1000,0.0500,0.0333,0.1208,0.0000,0.1208,0.1208,0.0000,0.0333,0.0333,0.0000,0.0000,1.0000
axxaaxxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.4200,0.6164,0.6164,0.6164,0.6164,0.4200,0.4200,0.4200,1.0000,1.0000,1.0000
aaaxxxaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8254,0.9379,0.7227,0.9379,0.9379,0.6000,0.8254,0.8254,1.0000,1.0000,1.0000
xaaxxaaxxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5476,0.7155,0.3836,0.7155,0.7155,0.2333,0.5476,0.5476,0.0000,1.0000,1.0000
axaaxxaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7087,0.8700,0.6548,0.8700,0.8700,0.4833,0.7087,0.7087,1.0000,1.0000,1.0000
xxxxxxaxaa,1,1,5,3,0.1429,0.0000,0.3000,0.1500,0.1330,0.3132,0.0000,0.3132,0.3132,0.0000,0.1330,0.1330,0.0000,0.0000,1.0000
axaaaaxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xxaxxxaax,1,1,5,3,0.3333,0.2000,0.3000,0.1500,0.1988,0.3896,0.1696,0.3896,0.3896,0.0667,0.1988,0.1988,0.0000,1.0000,1.0000
xaaaaxxxax,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6544,0.7629,0.6608,0.7629,0.7629,0.5433,0.6544,0.6544,0.0000,1.0000,1.0000
axaxaaaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
axaaaxxxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7544,0.8881,0.7860,0.8881,0.8881,0.6433,0.7544,0.7544,1.0000,1.0000,1.0000
axxxaxa,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3657,0.5834,0.4704,0.5834,0.5834,0.2800,0.3657,0.3657,1.0000,1.0000,1.0000
xxxxaxaxx,1,1,5,2,0.2000,0.2000,0.2000,0.1000,0.0971,0.2443,0.1312,0.2443,0.2443,0.0400,0.0971,0.0971,0.0000,1.0000,1.0000
aaxxxxa,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4857,0.6662,0.5531,0.6662,0.6662,0.4000,0.4857,0.4857,1.0000,1.0000,1.0000
xxxaaaxxax,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.3189,0.5002,0.2773,0.5002,0.5002,0.1300,0.3189,0.3189,0.0000,1.0000,1.0000
aaxxxaxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.6000,0.7810,0.5531,0.7810,0.7810,0.4000,0.6000,0.6000,1.0000,1.0000,1.0000
axaxaxxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6644,0.8490,0.6399,0.8490,0.8490,0.4533,0.6644,0.6644,1.0000,1.0000,1.0000
xaxaxxxaxa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3550,0.5651,0.3601,0.5651,0.5651,0.2000,0.3550,0.3550,0.0000,1.0000,1.0000
aaxaaxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8529,0.9435,0.8304,0.9435,0.9435,0.7100,0.8529,0.8529,1.0000,1.0000,1.0000
aaaaaaaxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxaaaaxax,1,1,5,5,0.3333,0.6000,0.5000,0.2500,0.5450,0.6747,0.4469,0.6747,0.6747,0.2867,0.5450,0.5450,0.0000,1.0000,1.0000
xaxaxxxaa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3639,0.5691,0.3601,0.5691,0.5691,0.2000,0.3639,0.3639,0.0000,1.0000,1.0000
axaxxxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.3333,0.5087,0.5087,0.5087,0.5087,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000
aaaxxaxaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8583,0.9505,0.7227,0.9505,0.9505,0.6000,0.8583,0.8583,1.0000,1.0000,1.0000
xxaaxaaaxx,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.5060,0.6565,0.3156,0.6565,0.6565,0.1667,0.5060,0.5060,0.0000,1.0000,1.0000
xaaaxxxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4833,0.6366,0.5296,0.6366,0.6366,0.3833,0.4833,0.4833,0.0000,1.0000,1.0000
axaaaxaxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.7862,0.8991,0.7860,0.8991,0.8991,0.6433,0.7862,0.7862,1.0000,1.0000,1.0000
axxaaaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
xxxaaaaaaa,1,1,5,5,0.2500,0.4000,0.5000,0.2500,0.4693,0.6181,0.2773,0.6181,0.6181,0.1300,0.4693,0.4693,0.0000,1.0000,1.0000
axxaaxaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6454,0.8316,0.6164,0.8316,0.8316,0.4200,0.6454,0.6454,1.0000,1.0000,1.0000
axxaaxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5343,0.7295,0.6164,0.7295,0.7295,0.4200,0.5343,0.5343,1.0000,1.0000,1.0000
xaxxaxa,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.2657,0.4582,0.3452,0.4582,0.4582,0.1800,0.2657,0.2657,0.0000,1.0000,1.0000
xxxaxaaxx,1,all,5,3,0.2500,0.2000,0.3000,0.1500,0.2024,0.3799,0.1461,0.3799,0.3799,0.0500,0.2024,0.2024,0.0000,1.0000,1.0000
xaxxxaa,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2524,0.4479,0.2140,0.4479,0.4479,0.1000,0.2524,0.2524,0.0000,1.0000,1.0000
axxxaxax,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3657,0.5834,0.4704,0.5834,0.5834,0.2800,0.3657,0.3657,1.0000,1.0000,1.0000
xxxaxxaax,1,all,5,3,0.2500,0.2000,0.3000,0.1500,0.1821,0.3661,0.1461,0.3661,0.3661,0.0500,0.1821,0.1821,0.0000,1.0000,1.0000
xaxxxxxaax,1,1,5,3,0.5000,0.2000,0.3000,0.1500,0.2167,0.4231,0.2140,0.4231,0.4231,0.1000,0.2167,0.2167,0.0000,1.0000,1.0000
xaaaxxxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5944,0.7387,0.5296,0.7387,0.7387,0.3833,0.5944,0.5944,0.0000,1.0000,1.0000
axxxaxxaax,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4439,0.6795,0.4704,0.6795,0.6795,0.2800,0.4439,0.4439,1.0000,1.0000,1.0000
xxxxaaaxxx,1,1,5,3,0.2000,0.2000,0.3000,0.1500,0.1924,0.3651,0.1312,0.3651,0.3651,0.0400,0.1924,0.1924,0.0000,1.0000,1.0000
xxaaaaxx,1,all,5,4,0.3333,0.6000,0.4000,0.2000,0.4200,0.5677,0.4469,0.5677,0.5677,0.2867,0.4200,0.4200,0.0000,1.0000,1.0000
xxaaaxaaxa,1,1,5,5,0.3333,0.6000,0.5000,0.2500,0.5260,0.6669,0.4469,0.6669,0.6669,0.2867,0.5260,0.5260,0.0000,1.0000,1.0000
xaaaaxxxaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6544,0.7629,0.6608,0.7629,0.7629,0.5433,0.6544,0.6544,0.0000,1.0000,1.0000
aaaaaaaaa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxaaxaaxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8529,0.9435,0.8304,0.9435,0.9435,0.7100,0.8529,0.8529,1.0000,1.0000,1.0000
axxaxaaax,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6393,0.8261,0.4852,0.8261,0.8261,0.3000,0.6393,0.6393,1.0000,1.0000,1.0000
xaaxxxaxxx,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.3190,0.4966,0.3836,0.4966,0.4966,0.2333,0.3190,0.3190,0.0000,1.0000,1.0000
axxx,1,all,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
xxaaxax,1,1,5,3,0.3333,0.4000,0.3000,0.1500,0.2667,0.4365,0.3156,0.4365,0.4365,0.1667,0.2667,0.2667,0.0000,1.0000,1.0000
xxaxxxxaxa,1,all,5,3,0.3333,0.2000,0.3000,0.1500,0.1767,0.3746,0.1696,0.3746,0.3746,0.0667,0.1767,0.1767,0.0000,1.0000,1.0000
axaaaaxaxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
aaaxxaxxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8444,0.9456,0.7227,0.9456,0.9456,0.6000,0.8444,0.8444,1.0000,1.0000,1.0000
