,run,iteration,topic,rbu_0.800_0.001,rbu_0.800_0.050,rbu_0.800_0.100,rbu_0.800_0.500,rbu_0.900_0.001,rbu_0.900_0.050,rbu_0.900_0.100,rbu_0.900_0.500,rbu_0.990_0.001,rbu_0.990_0.050,rbu_0.990_0.100,rbu_0.990_0.500,alpha-DCG,NRBP,strec,ERR-IA,alpha-nDCG,nNRBP,MAP-IA,nERR-IA,P-IA,act,nct,nsDCG,p,rtime,ntime,ttime,nEU
3528,galago_baseline,9,5,0.187135840844,-0.00885562215225,-0.208846910924,-1.80877722109,0.336546299788,-0.100604668279,-0.546677084673,-4.11525641583,0.638730040873,-1.12613416623,-2.92701601022,-17.3340707621,0.345493,0.195019,0.75,0.251727,0.563409,0.537385,0.042777,0.546447,0.044444,0.0621903,0.3630673,0.3108955,0.1777778,0.1111111,-9.0,-525.91122,0.9999981
3529,galago_baseline,9,4,0.405942236018,0.209950773022,0.00995948425037,-1.58997082592,0.626462230228,0.189311262162,-0.256761154233,-3.82534048539,0.917331942249,-0.847532264856,-2.64841410884,-17.0554688607,0.696607,0.49607,1.0,0.552295,0.696607,0.49607,0.34253,0.552295,0.422222,0.2356746,0.8991935,0.4032467,0.5555556,0.1111111,-9.0,-334.89,0.9999953
3530,galago_baseline,9,7,0.406538538582,0.210547075586,0.0105557868147,-1.58937452336,0.586181432154,0.149030464088,-0.297041952307,-3.86562128346,0.87445044226,-0.890413764844,-2.69129560883,-17.0983503607,0.765821,0.600655,1.0,0.668123,0.765821,0.600655,0.033219,0.668123,0.255556,0.116908,0.4513916,0.2263254,0.4444444,0.1111111,-9.0,-629.43516,0.999986
3531,galago_baseline,9,6,0.138346830851,-0.0576446321448,-0.257635920916,-1.85756623109,0.317963429024,-0.119187539042,-0.565259955437,-4.13383928659,0.771330413055,-0.993533794049,-2.79441563803,-17.2014703899,0.414202,0.059715,1.0,0.198186,0.414604,0.059755,0.072141,0.198398,0.172222,0.1444061,0.8191406,0.2693054,0.3111111,0.1111111,-9.0,-424.68984,0.9999922
3532,galago_baseline,9,9,-0.00399982577543,-0.199991288771,-0.399982577543,-1.99991288771,-0.00892144832789,-0.446072416394,-0.892144832789,-4.46072416394,-0.0360176368797,-1.80088184398,-3.60176368797,-18.0088184398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111,-9.0,-400.19004,0.9999903
3533,galago_baseline,9,8,0.131497164945,-0.0644942980514,-0.264485586823,-1.86441589699,0.365289659429,-0.0718613086376,-0.517933725032,-4.08651305619,0.871772034942,-0.893092172162,-2.69397401615,-17.101028768,0.403447,0.025017,1.0,0.18441,0.403734,0.025017,0.131631,0.184458,0.111111,0.1013379,0.60625,0.2860573,0.1111111,0.1111111,-9.0,-362.2329,0.9999995
3534,galago_baseline,9,39,0.237462587735,0.0414711247386,-0.158520164033,-1.7584504742,0.471041276616,0.0338903085491,-0.412182107845,-3.980761439,0.885363492035,-0.879500715069,-2.68038255905,-17.0874373109,0.490259,0.147607,1.0,0.286615,0.496488,0.149868,0.244815,0.290636,0.22963,0.15287,0.7136597,0.5277397,0.5111111,0.1111111,-9.0,-370.34802,0.9999982
3535,galago_baseline,9,38,0.305481590658,0.109490127662,-0.090501161109,-1.69043147128,0.371925028797,-0.0652259392698,-0.511298355664,-4.07987768682,0.480200262293,-1.28466394481,-3.08554578879,-17.4926005407,0.568619,0.562503,1.0,0.551619,0.775275,0.878221,0.236765,0.817243,0.033333,0.0842405,0.3611111,0.3399757,0.0666667,0.1111111,-9.0,-410.61474,0.9999996
3536,galago_baseline,9,59,0.237123603396,0.0411321403995,-0.158859148372,-1.75878945854,0.336545231716,-0.100605736351,-0.546678152745,-4.1152574839,0.63518192592,-1.12968228118,-2.93056412517,-17.337618877,0.387162,0.21875,1.0,0.25577,0.409292,0.233335,0.102401,0.270408,0.051852,0.1586666,0.8333333,0.3512656,0.0888889,0.1111111,-9.0,-524.87928,0.9999977
3537,galago_baseline,9,32,0.147331712702,-0.0486597502939,-0.248651039065,-1.84858134924,0.271811651084,-0.165339316983,-0.611411733377,-4.17999106453,0.524727184962,-1.24013702214,-3.04101886613,-17.448073618,0.456807,0.12085,1.0,0.276153,0.463621,0.121086,0.139004,0.278332,0.122222,0.0809784,0.3539063,0.1642886,0.2,0.1111111,-9.0,-595.31094,0.9999982
3538,galago_baseline,9,14,0.178451465303,-0.0175399976933,-0.217531286465,-1.81746159664,0.320380210546,-0.116770757521,-0.562843173915,-4.13142250507,0.547746098772,-1.21711810833,-3.01799995232,-17.4250547042,0.717883,0.526071,1.0,0.612588,0.735505,0.549364,0.280696,0.631868,0.188889,0.1799077,0.7307129,0.4253097,0.5111111,0.1111111,-9.0,-1350.55062,0.9999964
3539,galago_baseline,9,11,0.559480693051,0.363489230055,0.163497941284,-1.43643236889,0.669437428276,0.232286460209,-0.213785956185,-3.78236528734,0.771999676981,-0.992864530123,-2.79374637411,-17.200801126,0.775925,0.654599,1.0,0.70812,0.807527,0.696981,0.386443,0.743185,0.207407,0.2545418,0.8583333,0.7704541,0.5111111,0.1111111,-9.0,-537.35382,0.9999981
3540,galago_baseline,9,10,0.278562986212,0.0825715232161,-0.117419765555,-1.71735007573,0.411694181262,-0.0254567868043,-0.471529203199,-4.04010853435,0.616007724555,-1.14885648255,-2.94973832653,-17.3567930784,0.729374,0.56962,1.0,0.618102,0.741959,0.576232,0.504538,0.626495,0.194444,0.2343374,0.853125,0.5416438,0.4,0.1111111,-9.0,-463.55958,0.9999975
3541,galago_baseline,9,13,0.639947480182,0.443956017186,0.243964728415,-1.35596558176,0.783685678099,0.346534710033,-0.0995377063618,-3.66811703752,0.90702930786,-0.857834899244,-2.65871674323,-17.0657714951,0.923434,0.968307,1.0,0.948772,0.999394,0.999669,0.972222,0.99934,0.088889,0.3021076,1.0,0.664845,0.1333333,0.1111111,-9.0,-564.093,0.9999993
3542,galago_baseline,9,12,0.322135981327,0.126144518331,-0.0738467704406,-1.67377708061,0.419984925837,-0.0171660422299,-0.463238458624,-4.03181778978,0.619873813126,-1.14499039398,-2.94587223796,-17.3529269898,0.471772,0.317872,1.0,0.366207,0.795729,0.875917,0.15166,0.8037,0.061111,0.1191835,0.57,0.5351707,0.2444444,0.1111111,-9.0,-468.6561,0.9999992
